lsc_year,published_year,source_year,analysis_unit,raw_form,matched_text,collapsed_raw_forms,collapsed_matched_texts,collapsed_match_count,acronym_expansion_collapsed,registered_domain,url,target_sentence,token_window_5,target_sentence_plus_adjacent
2017,2017,2025,sadness,sadness,sadness,sadness,sadness,1,False,upnature.com,https://upnature.com/blogs/news/top-15-essential-oils-for-depression-and-3-uplifting-blends,"If you or someone you know has one or more of the symptoms below it could very well be a signal for depression and getting help: - Constant fatigue and tiredness - Insomnia or too much sleep - Lack of energy - Low sex drive - Constant melancholy and sadness that you can't shrug off - Feelings of never-ending despair and in severe cases suicidal thoughts - Bodily aches and pains - Irritability and short-temper - Inability to concentrate and focus - Overwhelming feelings of being weighed down - Sense of hopelessness and negative thinking pattern - Lack of confidence and low self esteem - Decreased or increased appetite including cravings - Anxiety and rapid heartbeat - Avoiding going out with friends, social situations, or spending time with family - Wanting to stay in bed all day If you answered yes to one or more of the above then you may have depression or be in a depressive state at this time in your life.",drive - Constant melancholy and sadness that you can't shrug off,"Let's face it, we've all been hurdled with the blues at some point in our lives but depression is more than just feeling low, and for some it is a severe disorder that they struggle with every day. If you or someone you know has one or more of the symptoms below it could very well be a signal for depression and getting help: - Constant fatigue and tiredness - Insomnia or too much sleep - Lack of energy - Low sex drive - Constant melancholy and sadness that you can't shrug off - Feelings of never-ending despair and in severe cases suicidal thoughts - Bodily aches and pains - Irritability and short-temper - Inability to concentrate and focus - Overwhelming feelings of being weighed down - Sense of hopelessness and negative thinking pattern - Lack of confidence and low self esteem - Decreased or increased appetite including cravings - Anxiety and rapid heartbeat - Avoiding going out with friends, social situations, or spending time with family - Wanting to stay in bed all day If you answered yes to one or more of the above then you may have depression or be in a depressive state at this time in your life. So what are the next steps?"
2018,2018,2022,sadness,sadness,sadness,sadness,sadness,1,False,millermemo.com,https://millermemo.com/2018/12/03/its-monday-what-are-you-reading-12-03-2018-imwayr/?like_comment=1231&_wpnonce=62ecdac8f4,"There were moments where I felt such sadness, reading this book.","moments where I felt such sadness, reading this book.","The heart-pounding climax of this story follows Nora on a very dangerous journey through the city and into the unknown in an effort to save her friend’s life. There were moments where I felt such sadness, reading this book. This story provides in-depth exposure to the reality of loss, constant danger, hunger, no medical care, and homelessness — there’s so much to discuss after reading this one!"
2018,2018,2018,sadness,sadness,sadness,sadness,sadness,1,False,amazon.com,https://kindlescout.amazon.com/p/2VPW5NIOGPFFY?token=140-8245868-0838014_6064560011_0_0&ref_=ks_ct-6064560011_tl,"He blinks away the sadness and returns his look to a more familiar one, an angry one, one that signifies only bad things.",. He blinks away the sadness and returns his look to,"McFadden’s eyes show the red-bordered, glossy look of someone who recently wiped away tears or soon will feel the need. He blinks away the sadness and returns his look to a more familiar one, an angry one, one that signifies only bad things. Except for once those eyes are not on you and they aren’t on Mitchel."
2018,2018,2019,sadness,sadness,sadness,sadness,sadness,1,False,strikingly.com,http://possibilitycoaches.strikingly.com/,"In short, the Old Thoughtmap of Feelings tells you there are three negative or bad feelings (anger, sadness, and fear) and only one good feeling (joy), but don't go around feeling too joyful or people will think you don't have enough work to do or that you don't take life seriously...","bad feelings (anger, sadness, and fear) and","This is why it can help to be on the new thoughtmap of feelings before a session starts. In short, the Old Thoughtmap of Feelings tells you there are three negative or bad feelings (anger, sadness, and fear) and only one good feeling (joy), but don't go around feeling too joyful or people will think you don't have enough work to do or that you don't take life seriously... haven't you seen the news?"
2019,2019,2020,sadness,sadness,sadness,sadness,sadness,1,False,carnondownssurgery.co.uk,https://www.carnondownssurgery.co.uk/info.aspx?p=4,"News of his leaving was met with sadness, by staff and patients alike.","his leaving was met with sadness, by staff and patients","He is a highly-regarded and respected GP, always prepared to make time for his patients and to listen with patience and understanding. News of his leaving was met with sadness, by staff and patients alike. Born in Southern Rhodesia, now Zimbabwe, in 1958, he attended Falcon College in Rhodesia, coming to England aged 18, to study medicine at St John’s College, Oxford, and the John Radcliffe Hospital in Oxford."
2019,2019,2024,sadness,sadness,sadness,sadness,sadness,1,False,nbpostgazette.com,https://nbpostgazette.com/facebook-posts-can-reveal-various-health-issues-according-to-a-study/,Facebook post a reference used to express the feelings and this feeling indicate mental state disorder if too many emotions and sadness are added.,if too many emotions and sadness are added. This methodology,Mental health issues like in society and depression over quite easy to analyze by the language and emotions used in the status. Facebook post a reference used to express the feelings and this feeling indicate mental state disorder if too many emotions and sadness are added. This methodology of analyzing Facebook posts is in its early stage.
2019,2019,2019,sadness,sadness,sadness,sadness,sadness,1,False,theplugmag.com,http://theplugmag.com/moonchild-sanelly-a-dream-chaser/,So there’s no time for sadness.,"’s no time for sadness. For me personally,","“I’m not used to basking in an emotion that’s got to do with sadness, without a solution. So there’s no time for sadness. For me personally, it’s solution [driven]."
2020,2020,2021,sadness,sadness,sadness,sadness,sadness,1,False,sltrib.com,https://www.sltrib.com/opinion/commentary/2020/12/01/jennifer-senior-happiness/,"And if that’s the case, it seems possible that Brickman could have wondered, in his darkest moments, if he was condemned to a lifetime of sadness.",condemned to a lifetime of sadness. He could win the,"A “hedonic set point,” as psychologists like to call it. And if that’s the case, it seems possible that Brickman could have wondered, in his darkest moments, if he was condemned to a lifetime of sadness. He could win the lottery."
2020,2020,2021,sadness,sadness,sadness,sadness,sadness,1,False,moragnoffke.com,https://moragnoffke.com/2020/05/06/trauma/,"Emotional symptoms are denial, anger, sadness, despair, lack of motivation, grief, feelings of loss, confusion and anxiety.","are denial, anger, sadness, despair, lack of","Do you notice any of these signs plaguing you? Emotional symptoms are denial, anger, sadness, despair, lack of motivation, grief, feelings of loss, confusion and anxiety. Often one of the reactions after the trauma is that you never want to go through it again, or experience it or feel the feelings again; this is why so many of us don’t want to talk about the trauma."
2020,2020,2021,sadness,sadness,sadness,sadness,sadness,1,False,vastavamtv.com,https://www.vastavamtv.com/2020/12/29/1-1-453/,Two days after being discharged from hospital — where he was admitted on Friday following blood pressure fluctuation — the actor released a statement which read: “With extreme sadness I say that I can’t enter politics.,read: “With extreme sadness I say that I can,"Actor Rajinikanth, who finally appeared ready to launch his political party, has put brakes on his political career. Two days after being discharged from hospital — where he was admitted on Friday following blood pressure fluctuation — the actor released a statement which read: “With extreme sadness I say that I can’t enter politics. I alone know the pain I went through while announcing this decision."
2021,2021,2021,sadness,sadness,sadness,sadness,sadness,1,False,peroty.com,https://peroty.com/blog/author/peroty/,"I buy shoes by walking into a store and looking at size 14, wiping tears of sadness from my eyes, then buying whatever basketball shoe they can muster.","14, wiping tears of sadness from my eyes, then","Shoes are an absolute joke. I buy shoes by walking into a store and looking at size 14, wiping tears of sadness from my eyes, then buying whatever basketball shoe they can muster. I don’t place value in things."
2021,2021,2021,sadness,sadness,Sadness,sadness,Sadness,1,False,jewishgen.org,https://www.jewishgen.org/Yizkor/Radomsko/rad114.html,Sadness and religious ecstasy reigned in the Rebbe's room and was not abandoned during the week and not even on Shabbos and yom-tov days.,and the Hasidic melodies. Sadness and religious ecstasy reigned in,"Possibly with the death of his only son Yankele, who was cut down while young, he decided to turn away from his court, the Hasidic joy and the Hasidic melodies. Sadness and religious ecstasy reigned in the Rebbe's room and was not abandoned during the week and not even on Shabbos and yom-tov days. Reb Abraham'l sat day and night over a sefer and immersed himself in Torah study as if he would suppress in himself every inclination to worldly pleasure and to his passions."
2021,2021,2023,sadness,sadness,sadness,sadness,sadness,1,False,filmlifestyle.com,https://filmlifestyle.com/cutaway-shot/,"They can be used to illustrate anger, sadness, happiness… and pretty much any other emotion you want.","used to illustrate anger, sadness, happiness… and pretty","Cutaway shots are a great way to show the viewer how people feel. They can be used to illustrate anger, sadness, happiness… and pretty much any other emotion you want. Sometimes they’re used for comedic effect or sometimes as a transition from one scene to another."
2022,2022,2022,sadness,sadness,sadness,sadness,sadness,1,False,fordmears.uk,https://www.fordmears.uk/funeral-poems/dont-be-sad-when-i-die,"Someday your pain will ease, sadness replaced by fond memories.","your pain will ease, sadness replaced by fond memories.","When tomorrow starts without me and you feel lost and blue, I hope these words I’ve written will help to see you through. Someday your pain will ease, sadness replaced by fond memories. Come tomorrow you will hear I love you whispered on the breeze."
2022,2022,2025,sadness,sadness,sadness,sadness,sadness,1,False,anaennoir.com,https://anaennoir.com/reason-to-believe-by-rebecca-yarros-review/,"And the foster process, and the joy and sadness it brings, made this one of my favorite books.",", and the joy and sadness it brings, made this","I absolutely loved the firefighter plot, I love that trope and here it was different, so I also learned about a different kind of firefighting, which I loved. And the foster process, and the joy and sadness it brings, made this one of my favorite books. Equality rate: ⭐⭐⭐⭐⭐ 5/5 I loved this very much, it handled many important and interesting subjects, such as foster parenting, grief, abandonment, mental health, child development, and relationships."
2022,2022,2023,sadness,sadness,sadness,sadness,sadness,1,False,breakthroughealing.org,https://breakthroughealing.org/8-reasons-why-you-should-be-happy/,You should also know that sadness is only temporary.,You should also know that sadness is only temporary. After,"Even when you feel like crap, you should be happy because tomorrow will be different. You should also know that sadness is only temporary. After all, we are only humans, and unhappiness will always be part of our daily lives."
2023,2023,2024,sadness,sadness,sadness,sadness,sadness,1,False,insync.ie,https://insync.ie/wp-content/uploads/2023/12/In-Sync-Christmas-eBulletin-2023.html,The December meeting for the county group was tinged with some sadness as many long-serving members said their goodbyes.,group was tinged with some sadness as many long-serving members said,Local comhairlí across the county continue to work on a variety of local issues from Lexlip in the north to Athy in the south. The December meeting for the county group was tinged with some sadness as many long-serving members said their goodbyes. Amazing friendships have been formed through their Comhairle journey which will last for many a year and the powerful work of this group has undoubtably left their mark on their peers.
2023,2023,2023,sadness,sadness,Sadness,sadness,Sadness,1,False,thedesigner.se,https://thedesigner.se/the-artist-of-the-word-caroline-laurent-turunc/,2023 Stockholm Ewelina Maria Bugajska – Javorka There Is No Time For Sadness!,There Is No Time For Sadness! The midnight wind surrenders,02. 2023 Stockholm Ewelina Maria Bugajska – Javorka There Is No Time For Sadness! The midnight wind surrenders to a black day I miss the days when we were happy with our loneliness A few words that I don’t use come out of my mouth.
2023,2023,2023,sadness,sadness,sadness,sadness,sadness,1,False,psychologytoday.com,https://www.psychologytoday.com/us/therapists/fl/aventura?category=anger-management,"Yael Roth Marriage & Family Therapist, MA, NY-LMFT Verified Verified Also, if you feel anger , sadness, fear, loneliness, or guilt, I use the power of your brain, deep relaxation, and mindfulness to help you take control of unhealthy emotions, behaviors or habits and replace them with new healthy ones.","if you feel anger , sadness, fear, loneliness,","I absolutely love what I do and cannot wait to begin this therapeutic journey with you! Yael Roth Marriage & Family Therapist, MA, NY-LMFT Verified Verified Also, if you feel anger , sadness, fear, loneliness, or guilt, I use the power of your brain, deep relaxation, and mindfulness to help you take control of unhealthy emotions, behaviors or habits and replace them with new healthy ones. Coaching and/or short-term, solution focused therapy in a warm and caring environment."
2024,2024,2025,sadness,sadness,sadness,sadness,sadness,1,False,hypnoticworld.com,https://www.hypnoticworld.com/hypnotherapists/therapist?id=32631,"Together, we’ll uncover and release the deep-seated emotions—such as anger, sadness, guilt, fear, and shame—that keep you returning to smoking.","—such as anger, sadness, guilt, fear,","Smoking is often used as a coping mechanism. Together, we’ll uncover and release the deep-seated emotions—such as anger, sadness, guilt, fear, and shame—that keep you returning to smoking. This process addresses what drives the habit, so you can finally break free for good."
2024,2024,2026,sadness,sadness,sadness,sadness,sadness,1,False,iands.org,https://research.iands.org/2024-11-23-16-15-26/nde-research/nde-archives31/newest-accounts/1682-man-overdoses-goes-to-the-other-side-but-senses-he-isn-t-supposed-to-be-there-yet.html,I had an eerie feeling of emptiness and sadness.,eerie feeling of emptiness and sadness. I looked over and,"It was like I was in some sort of purgatory of sorts, and I was waiting for something. I had an eerie feeling of emptiness and sadness. I looked over and saw what looked like the guy who played the ""wizard"" in the Wizard of Oz, and he was behind a curtain, turning a wheel of some sort."
2024,2024,2024,sadness,sadness,sadness,sadness,sadness,1,False,selfgrowth.com,https://codex.selfgrowth.com/articles/user/920226,"The fifth session works on the stomach area, and I was anticipating (= dreading) the release of buried sadness.",") the release of buried sadness. Instead, there .","Views: 93 One of the strangest and most meaningful experiences of my life occurred when I went through Rolfing (ten brilliant sessions of deep-tissue bodywork) in my early 20's. The fifth session works on the stomach area, and I was anticipating (= dreading) the release of buried sadness. Instead, there ..."
2025,2025,2026,sadness,sadness,sadness,sadness,sadness,1,False,aurica.ai,https://aurica.ai/en/article/vince-vanguard/bokutachi-wa-ano-hi-no-yoake-o-shitteiru/,"You'll find subtlety and finesse in its depiction of sadness, joy, and nostalgia — pure emotions that tie us back to our roots.","finesse in its depiction of sadness, joy, and nostalgia","A Symphony of Emotions: This series is an emotional rollercoaster, sans the performative shock value. You'll find subtlety and finesse in its depiction of sadness, joy, and nostalgia — pure emotions that tie us back to our roots. The Power of Remembrance: Perhaps one of the series' most resonant themes is the notion of remembering the past to appreciate the future."
2025,2025,2026,sadness,sadness,sadness,sadness,sadness,1,False,bollywoodpunch.com,https://bollywoodpunch.com/buzz-now/emotional-govinda-attends-shashi-prabhus-funeral/,You could feel the collective sadness of the attendees as they offered condolences to Shashi’s grieving family.,You could feel the collective sadness of the attendees as they,"As the funeral rituals unfolded, the emotional display became harder for Govinda to mask. You could feel the collective sadness of the attendees as they offered condolences to Shashi’s grieving family. The media captured the moment, broadcasting Govinda’s breakdown in tears, a testament to the profound impact Shashi had on his life."
2025,2025,2025,sadness,sadness,sadness,sadness,sadness,1,False,psychprofile.io,https://psychprofile.io/blog/bipolar_ii_disorder_understanding_the_subtle_swings_between.php,"These individuals experience a fluctuating pattern of hypomania, marked by elevated mood and increased energy, and depressive episodes characterized by sadness, loss of motivation, and potential functional impairment.","and depressive episodes characterized by sadness, loss of motivation,","The daily lives of individuals with Bipolar II Disorder are significantly impacted by the unpredictable nature of their mood swings. These individuals experience a fluctuating pattern of hypomania, marked by elevated mood and increased energy, and depressive episodes characterized by sadness, loss of motivation, and potential functional impairment. While these shifts may be less extreme than those in Bipolar I, they can still cause considerable disruption in daily routines, work, and social interactions."
2026,2026,2026,sadness,sadness,sadness,sadness,sadness,1,False,nelsoncameraclub.com,http://www.nelsoncameraclub.com/news_2025,"Bill Smith It is with deep sadness that we share the news of the passing of our dear friend and long-standing member, Mr.",Smith It is with deep sadness that we share the news,"May's Open & Digital Image Competition Results May In Memory of Mr. Bill Smith It is with deep sadness that we share the news of the passing of our dear friend and long-standing member, Mr. Bill Smith."
2026,2026,2026,sadness,sadness,SADNESS,sadness,SADNESS,1,False,pnghausbung.com,https://pnghausbung.com/sir-j-expresses-sadness-over-passing-of-kevin-isifu/,"NEWS SIR J EXPRESSES SADNESS OVER PASSING OF KEVIN ISIFU By PNG Haus Bung | September 15, 2022 New Ireland Governor Sir Julius Chan has expressed sadness at the passing of Wewak Open MP, Kevin Isifu.",NEWS SIR J EXPRESSES SADNESS OVER PASSING OF KEVIN ISIFU,"NEWS SIR J EXPRESSES SADNESS OVER PASSING OF KEVIN ISIFU By PNG Haus Bung | September 15, 2022 New Ireland Governor Sir Julius Chan has expressed sadness at the passing of Wewak Open MP, Kevin Isifu. Sir J said the late Kevin Eziro Isifu, was a strong People’s Progress Party politician for many years and a personal friend."
2026,2026,2026,sadness,sadness,sadness,sadness,sadness,1,False,insightfulcounselling.com,https://insightfulcounselling.com/types-of-trauma-counselling-help/,"Consider reaching out to a trauma counsellor if you’re experiencing: - Persistent sadness or hopelessness that isn’t improving - Flashbacks or nightmares about past events - Difficulty forming or maintaining relationships - Constant feelings of being on edge or unsafe - Avoiding people, places, or activities that trigger memories - Unexplained physical symptoms like headaches or stomach problems - Finding yourself repeatedly in unhealthy relationship patterns - Struggling with work performance or concentration Remember: seeking help isn’t a sign of weakness.",re experiencing: - Persistent sadness or hopelessness that isn’,"Recognizing When You Need Professional Support Sometimes it’s hard to know whether you should seek help. Consider reaching out to a trauma counsellor if you’re experiencing: - Persistent sadness or hopelessness that isn’t improving - Flashbacks or nightmares about past events - Difficulty forming or maintaining relationships - Constant feelings of being on edge or unsafe - Avoiding people, places, or activities that trigger memories - Unexplained physical symptoms like headaches or stomach problems - Finding yourself repeatedly in unhealthy relationship patterns - Struggling with work performance or concentration Remember: seeking help isn’t a sign of weakness. It’s an act of courage and self-compassion."
